Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Sector
2020-07-21,UPL,EQ,453.65,457.3,462.8,450.35,457.8,458.4,457.23,6154188,281388167545000,83926,2427775,0.3945,Chemicals
2020-07-22,UPL,EQ,458.4,460,464.5,447.7,463.8,460.25,455.73,4431711,201964172445000,69932,2007091,0.4529,Chemicals
2020-07-23,UPL,EQ,460.25,461,478,459,462.8,462.75,469.88,9427289,442965722625000,130263,1847092,0.1959,Chemicals
2020-07-24,UPL,EQ,462.75,461,461,444.1,453.35,454.15,451.65,4059461,183345497980000,70349,1324196,0.3262,Chemicals
2020-07-27,UPL,EQ,454.15,455.8,457,440.25,446.3,445.8,446.27,2974332,132735531405000,41684,1000691,0.3364,Chemicals
2020-07-28,UPL,EQ,445.8,446.4,451.95,441.5,450.25,448.95,445.72,4626424,206210602160000,56293,2245723,0.4854,Chemicals
2020-07-29,UPL,EQ,448.95,449.5,464.1,449.05,461.1,461.75,457.77,7119905,325928990560000,93684,2927032,0.4111,Chemicals
2020-07-30,UPL,EQ,461.75,464.95,471.5,461.45,462.7,464.6,466.77,6219459,290303918970000,96496,2277920,0.3663,Chemicals
2020-07-31,UPL,EQ,464.6,467.85,486,460.25,477.8,478.15,475.5,11062532,526019807375000,144249,2758207,0.2493,Chemicals
2020-08-03,UPL,EQ,478.15,484,484.9,445.2,452.5,452.15,455.58,14444377,658059308970000,203227,4113341,0.2848,Chemicals
2020-08-04,UPL,EQ,452.15,455.85,464.35,454,461.5,461.7,458.93,6194319,284275496275000,98058,1955068,0.3156,Chemicals
2020-08-05,UPL,EQ,461.7,462,467.7,452.3,455,453.6,458.58,4736989,217230998760000,68573,1554541,0.3282,Chemicals
2020-08-06,UPL,EQ,453.6,452.5,466.5,451.6,465,463.9,459.85,4177616,192108892955000,87895,1301892,0.3116,Chemicals
2020-08-07,UPL,EQ,463.9,465.5,484.9,465.5,480.1,480.3,476.27,10013682,476926100190000,138144,2301783,0.2299,Chemicals
2020-08-10,UPL,EQ,480.3,483.85,496.5,478.45,493.75,494.3,491.17,7603928,373485335810000,100179,2204612,0.2899,Chemicals
2020-08-11,UPL,EQ,494.3,496.5,496.65,480,482.8,481.9,485.34,4360609,211639938500000,66850,1800712,0.4129,Chemicals
2020-08-12,UPL,EQ,481.9,481.25,489,471.05,487,487.15,483.25,4332818,209383183270000,97005,1432236,0.3306,Chemicals
