Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Sector
2016-05-24,ADANIPORTS,EQ,181.1,180.95,181.5,177.1,180.45,180.85,179.58,3874787,69583100000000,38384,1787805,0.4614,Services
2016-05-25,ADANIPORTS,EQ,180.85,182.8,184.05,181.35,182.95,182.85,182.57,4249199,77579700000000,23448,2753507,0.648,Services
2016-05-26,ADANIPORTS,EQ,182.85,184,187.5,181.4,185,184.8,184.99,5744871,106272236880000,68202,2771628,0.4825,Services
2016-05-27,ADANIPORTS,EQ,184.8,185.4,192.95,185,191.55,191.7,191.01,8241406,157422906535000,86847,4657980,0.5652,Services
2016-05-30,ADANIPORTS,EQ,191.7,192.7,194,185.45,189.25,190.25,189.39,3672794,69558064655000,35580,1333124,0.363,Services
2016-05-31,ADANIPORTS,EQ,190.25,190.25,194.7,186.55,193.1,192.15,191.42,6758009,129361439360000,65871,3425816,0.5069,Services
2016-06-01,ADANIPORTS,EQ,192.15,192.85,203.3,192.5,202,202.3,200.27,10935767,219005759270000,89988,4132776,0.3779,Services
2016-06-02,ADANIPORTS,EQ,202.3,203.45,206.5,200.7,204.05,205.2,203.56,6232617,126869122660000,74661,2585612,0.4149,Services
2016-06-03,ADANIPORTS,EQ,205.2,206.25,206.25,202.1,203.5,204.55,203.92,3927140,80083000000000,29144,1877028,0.478,Services
2016-06-06,ADANIPORTS,EQ,204.55,201,204.55,196,203.8,203.7,200.93,5811557,116768865860000,44411,2559845,0.4405,Services
2016-06-07,ADANIPORTS,EQ,203.7,204.65,207.65,202.2,206.1,206.5,205.47,3666830,75341700000000,38840,1476669,0.4027,Services
2016-06-08,ADANIPORTS,EQ,206.5,207,207.85,201.7,204.3,203.4,204.71,2752494,56347000000000,33373,977177,0.355,Services
2016-06-09,ADANIPORTS,EQ,203.4,204.45,205.85,201,201.95,201.9,203.05,2365078,48022200000000,21717,619883,0.2621,Services
2016-06-10,ADANIPORTS,EQ,201.9,202.95,205.7,201.5,203,202.75,203.62,1978971,40296500000000,17757,519966,0.2627,Services
2016-06-13,ADANIPORTS,EQ,202.75,201.2,203.7,197.7,203.15,202.6,200.21,2446154,48974000000000,33632,910449,0.3722,Services
2016-06-14,ADANIPORTS,EQ,202.6,202.6,210,201.85,208.2,208.6,207.92,4836424,100560428225000,50292,1622118,0.3354,Services
2016-06-15,ADANIPORTS,EQ,208.6,211,211.9,206.3,206.95,207,207.88,4053483,84265600000000,31717,2006015,0.4949,Services
2016-06-16,ADANIPORTS,EQ,207,207.5,209.5,202.1,207.65,208.5,205.66,4409306,90680800000000,52781,1926823,0.437,Services
2016-06-17,ADANIPORTS,EQ,208.5,209,209.5,206.45,206.6,207.7,208,2988774,62167882045000,44908,1448309,0.4846,Services
2016-06-20,ADANIPORTS,EQ,207.7,203.35,208.9,203.35,207,206.8,206.88,1787203,36972900000000,15656,548538,0.3069,Services
2016-06-21,ADANIPORTS,EQ,206.8,207,209.95,203,203.3,203.25,206.03,2846802,58651600000000,28937,1247880,0.4383,Services
2016-06-22,ADANIPORTS,EQ,203.25,204,208.45,203.1,207.95,207.35,205.66,3917750,80571100000000,30108,2042510,0.5213,Services
2016-06-23,ADANIPORTS,EQ,207.35,207.8,208.8,204.6,206.4,207.15,206.5,4392227,90701600000000,24980,2871135,0.6537,Services
2016-06-24,ADANIPORTS,EQ,207.15,200,203.1,195.35,203,201.9,199.25,6402985,127580410960000,35882,3870309,0.6045,Services
2016-06-27,ADANIPORTS,EQ,201.9,202,205.65,202,203.65,203.85,204.18,2862705,58450500000000,33482,1529179,0.5342,Services
2016-06-28,ADANIPORTS,EQ,203.85,204,206.8,202.55,202.65,202.9,203.92,5865629,119614041940000,43533,4020934,0.6855,Services
2016-06-29,ADANIPORTS,EQ,202.9,204,205.25,202.2,202.9,203.05,203.39,6496278,132125461835000,31084,5097729,0.7847,Services
